id,name,set,number,variant,rarity,year,category,language,notes,image,link1_label,link1_url,link2_label,link2_url,owned,tcgplayer_id
sv3pt5-196,Erika's Invitation (Full Art),Scarlet & Violet — 151,196/165,,Ultra Rare,2023,Trainer,EN,"Full Art secret rare, art by saino misaki.",https://images.pokemontcg.io/sv3pt5/196_hires.png,TCGPlayer (pricing),https://www.tcgplayer.com/search/pokemon/product?q=Erika's%20Invitation%20151%20196,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Erika's_Invitation_(151_160),TRUE,
sv3pt5-203,Erika's Invitation (Special Illustration Rare),Scarlet & Violet — 151,203/165,,Special Illustration Rare,2023,Trainer,EN,Special Illustration Rare with art by Cona Nitanda — one of the chase cards of the 151 set.,https://images.pokemontcg.io/sv3pt5/203_hires.png,TCGPlayer (pricing),https://www.tcgplayer.com/product/517049,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Erika's_Invitation_(151_160),TRUE,517049
vs-59,Erika's Bellossom,Pokémon VS (Japan),059/141,,Common,2001,Pokémon,JP,Japanese-exclusive — the Pokémon VS set was never released in English. 1st Edition only.,,PriceCharting,https://www.pricecharting.com/game/pokemon-japanese-vs/erika's-bellossom-59,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Erika's_Bellossom_(VS_59),FALSE,
vs-60,Erika's Jumpluff,Pokémon VS (Japan),060/141,,Common,2001,Pokémon,JP,Japanese-exclusive — the Pokémon VS set was never released in English. 1st Edition only.,,PriceCharting,https://www.pricecharting.com/game/pokemon-japanese-vs/erika's-jumpluff-60,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Erika's_Jumpluff_(VS_60),FALSE,
sm12a-190,Erika's Hospitality (SR),Tag All Stars (Japan),190/173,,Super Rare (Full Art),2019,Trainer,JP,Japanese-exclusive full art by kodama from the SM12a Tag Team GX Tag All Stars high-class pack — one of the most sought-after Erika cards.,https://product-images.tcgplayer.com/fit-in/437x437/572844.jpg,TCGPlayer (pricing),https://www.tcgplayer.com/product/572844,TCG Collector,https://www.tcgcollector.com/cards/18741/erikas-hospitality-tag-all-stars-190-173,FALSE,572844
promo-corocoro-bulbasaur,Erika's Bulbasaur (CoroCoro Promo),Japanese Promos,CoroCoro Promo,,Promo,1999,Pokémon,JP,Japanese-exclusive glossy promo distributed through CoroCoro Comic magazine in 1999.,https://product-images.tcgplayer.com/fit-in/437x437/617223.jpg,TCGPlayer (pricing),https://www.tcgplayer.com/product/617223,Bulbapedia (Erika in the TCG),https://bulbapedia.bulbagarden.net/wiki/Erika_(TCG),FALSE,617223
smp-324,Erika's Hospitality (SM-P Promo),Japanese Promos,324/SM-P,,Promo,2019,Trainer,JP,Japanese-exclusive SM-P promotional print of Erika’s Hospitality.,https://product-images.tcgplayer.com/fit-in/437x437/598401.jpg,TCG Collector,https://www.tcgcollector.com/cards/30880/erikas-hospitality-sun-and-moon-promos-324-sm-p,Bulbapedia (Erika in the TCG),https://bulbapedia.bulbagarden.net/wiki/Erika_(TCG),FALSE,
smp-362,Erika (SM-P Promo),Japanese Promos,362/SM-P,,Promo,2019,Trainer,JP,Japanese-exclusive promo given to participants of the Mewtwo HR Competitions (July–September 2019); the JP-first release of the Cosmic Eclipse Erika supporter.,https://product-images.tcgplayer.com/fit-in/437x437/598439.jpg,TCGPlayer (pricing),https://www.tcgplayer.com/product/598439,Bulbapedia (Erika in the TCG),https://bulbapedia.bulbagarden.net/wiki/Erika_(TCG),FALSE,598439
sm12-4,Vileplume-GX,Cosmic Eclipse,4/236,,Ultra Rare,2019,Pokémon,EN,Art-cameo card — Erika is depicted sleeping beside her Vileplume (art by Kagemaru Himeno). English print of the Japanese Dream League Erika's Vileplume-GX.,https://images.pokemontcg.io/sm12/4_hires.png,TCGPlayer (pricing),https://www.tcgplayer.com/search/pokemon/product?q=Vileplume%20GX%20Cosmic%20Eclipse,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Vileplume-GX_(Cosmic_Eclipse_4),FALSE,
sm12-211,Vileplume-GX (Full Art),Cosmic Eclipse,211/236,,Ultra Rare,2019,Pokémon,EN,Art-cameo card — Full Art version showing Erika asleep beside Vileplume.,https://images.pokemontcg.io/sm12/211_hires.png,TCGPlayer (pricing),https://www.tcgplayer.com/product/201331,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Vileplume-GX_(Cosmic_Eclipse_4),FALSE,201331
sm12-250,Vileplume-GX (Rainbow Rare),Cosmic Eclipse,250/236,,Secret Rare,2019,Pokémon,EN,Art-cameo card — Rainbow Secret Rare featuring Erika and Vileplume.,https://images.pokemontcg.io/sm12/250_hires.png,TCGPlayer (pricing),https://www.tcgplayer.com/product/201610,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Vileplume-GX_(Cosmic_Eclipse_4),FALSE,201610
sm11b-3,Erika's Vileplume-GX,Dream League (Japan),003/049,,Double Rare (RR),2019,Pokémon,JP,Japanese-exclusive owner's Pokémon from SM11b Dream League. English release is the Cosmic Eclipse Vileplume-GX.,https://product-images.tcgplayer.com/fit-in/437x437/574944.jpg,TCGPlayer (pricing),https://www.tcgplayer.com/product/574944,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Erika's_Vileplume-GX_(Dream_League_3),FALSE,574944
sm11b-62,Erika's Vileplume-GX (Character Super Rare),Dream League (Japan),062/049,,Character Super Rare (Full Art),2019,Pokémon,JP,"Japanese-exclusive full-art ""with Erika"" character super rare — Erika pictured with Vileplume.",https://product-images.tcgplayer.com/fit-in/437x437/574945.jpg,TCGPlayer (pricing),https://www.tcgplayer.com/product/574945,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Erika's_Vileplume-GX_(Dream_League_3),FALSE,574945
sm11b-69,Erika's Vileplume-GX (Hyper Rare),Dream League (Japan),069/049,,Hyper Rare (Rainbow),2019,Pokémon,JP,Japanese-exclusive rainbow hyper rare of Erika’s Vileplume-GX from SM11b Dream League.,https://product-images.tcgplayer.com/fit-in/437x437/574946.jpg,PriceCharting,https://www.pricecharting.com/game/pokemon-japanese-dream-league/vileplume-gx-69,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Erika's_Vileplume-GX_(Dream_League_3),FALSE,
asc-1-norm,Erika's Oddish,Ascended Heroes,001/217,Normal,Common,2026,Pokémon,EN,Part of Erika’s Grass line in the Mega Evolution—Ascended Heroes special set.,https://product-images.tcgplayer.com/fit-in/437x437/675813.jpg,TCGPlayer (pricing),https://www.tcgplayer.com/search/pokemon/product?q=Erika's%20Oddish%20Ascended%20Heroes,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Erika's_Oddish_(Ascended_Heroes_1),TRUE,
asc-1-reve,Erika's Oddish,Ascended Heroes,001/217,Reverse Holo (Energy Symbol),Common,2026,Pokémon,EN,Part of Erika’s Grass line in the Mega Evolution—Ascended Heroes special set.,https://product-images.tcgplayer.com/fit-in/437x437/675813.jpg,TCGPlayer (pricing),https://www.tcgplayer.com/search/pokemon/product?q=Erika's%20Oddish%20Ascended%20Heroes,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Erika's_Oddish_(Ascended_Heroes_1),TRUE,
asc-1-revp,Erika's Oddish,Ascended Heroes,001/217,Reverse Holo (Poké Ball),Common,2026,Pokémon,EN,Part of Erika’s Grass line in the Mega Evolution—Ascended Heroes special set.,https://product-images.tcgplayer.com/fit-in/437x437/675813.jpg,TCGPlayer (pricing),https://www.tcgplayer.com/search/pokemon/product?q=Erika's%20Oddish%20Ascended%20Heroes,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Erika's_Oddish_(Ascended_Heroes_1),FALSE,
asc-2-norm,Erika's Gloom,Ascended Heroes,002/217,Normal,Uncommon,2026,Pokémon,EN,Mega Evolution—Ascended Heroes (2026).,https://product-images.tcgplayer.com/fit-in/437x437/676853.jpg,TCGPlayer (pricing),https://www.tcgplayer.com/search/pokemon/product?q=Erika's%20Gloom%20Ascended%20Heroes,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Erika's_Gloom_(Ascended_Heroes_2),TRUE,
asc-2-reve,Erika's Gloom,Ascended Heroes,002/217,Reverse Holo (Energy Symbol),Uncommon,2026,Pokémon,EN,Mega Evolution—Ascended Heroes (2026).,https://product-images.tcgplayer.com/fit-in/437x437/676853.jpg,TCGPlayer (pricing),https://www.tcgplayer.com/search/pokemon/product?q=Erika's%20Gloom%20Ascended%20Heroes,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Erika's_Gloom_(Ascended_Heroes_2),FALSE,
asc-2-revp,Erika's Gloom,Ascended Heroes,002/217,Reverse Holo (Poké Ball),Uncommon,2026,Pokémon,EN,Mega Evolution—Ascended Heroes (2026).,https://product-images.tcgplayer.com/fit-in/437x437/676853.jpg,TCGPlayer (pricing),https://www.tcgplayer.com/search/pokemon/product?q=Erika's%20Gloom%20Ascended%20Heroes,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Erika's_Gloom_(Ascended_Heroes_2),FALSE,
asc-3,Erika's Vileplume ex,Ascended Heroes,003/217,,Double Rare,2026,Pokémon,EN,"Stage 2 Pokémon ex (310 HP), art by 5ban Graphics. Chase card of Erika’s line in Ascended Heroes.",https://product-images.tcgplayer.com/fit-in/437x437/675815.jpg,TCGPlayer (pricing),https://www.tcgplayer.com/product/675815,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Erika's_Vileplume_ex_(Ascended_Heroes_3),FALSE,675815
asc-4-norm,Erika's Bellsprout,Ascended Heroes,004/217,Normal,Common,2026,Pokémon,EN,Mega Evolution—Ascended Heroes (2026).,https://product-images.tcgplayer.com/fit-in/437x437/676854.jpg,TCGPlayer (pricing),https://www.tcgplayer.com/search/pokemon/product?q=Erika's%20Bellsprout%20Ascended%20Heroes,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Erika's_Bellsprout_(Ascended_Heroes_4),TRUE,
asc-4-reve,Erika's Bellsprout,Ascended Heroes,004/217,Reverse Holo (Energy Symbol),Common,2026,Pokémon,EN,Mega Evolution—Ascended Heroes (2026).,https://product-images.tcgplayer.com/fit-in/437x437/676854.jpg,TCGPlayer (pricing),https://www.tcgplayer.com/search/pokemon/product?q=Erika's%20Bellsprout%20Ascended%20Heroes,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Erika's_Bellsprout_(Ascended_Heroes_4),FALSE,
asc-4-revp,Erika's Bellsprout,Ascended Heroes,004/217,Reverse Holo (Poké Ball),Common,2026,Pokémon,EN,Mega Evolution—Ascended Heroes (2026).,https://product-images.tcgplayer.com/fit-in/437x437/676854.jpg,TCGPlayer (pricing),https://www.tcgplayer.com/search/pokemon/product?q=Erika's%20Bellsprout%20Ascended%20Heroes,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Erika's_Bellsprout_(Ascended_Heroes_4),FALSE,
asc-5-norm,Erika's Weepinbell,Ascended Heroes,005/217,Normal,Uncommon,2026,Pokémon,EN,Mega Evolution—Ascended Heroes (2026).,https://product-images.tcgplayer.com/fit-in/437x437/675817.jpg,TCGPlayer (pricing),https://www.tcgplayer.com/search/pokemon/product?q=Erika's%20Weepinbell%20Ascended%20Heroes,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Erika's_Weepinbell_(Ascended_Heroes_5),FALSE,
asc-5-reve,Erika's Weepinbell,Ascended Heroes,005/217,Reverse Holo (Energy Symbol),Uncommon,2026,Pokémon,EN,Mega Evolution—Ascended Heroes (2026).,https://product-images.tcgplayer.com/fit-in/437x437/675817.jpg,TCGPlayer (pricing),https://www.tcgplayer.com/search/pokemon/product?q=Erika's%20Weepinbell%20Ascended%20Heroes,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Erika's_Weepinbell_(Ascended_Heroes_5),FALSE,
asc-5-revp,Erika's Weepinbell,Ascended Heroes,005/217,Reverse Holo (Poké Ball),Uncommon,2026,Pokémon,EN,Mega Evolution—Ascended Heroes (2026).,https://product-images.tcgplayer.com/fit-in/437x437/675817.jpg,TCGPlayer (pricing),https://www.tcgplayer.com/search/pokemon/product?q=Erika's%20Weepinbell%20Ascended%20Heroes,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Erika's_Weepinbell_(Ascended_Heroes_5),TRUE,
asc-6-norm,Erika's Victreebel,Ascended Heroes,006/217,Normal,Rare,2026,Pokémon,EN,"Attack ""Flower Garden Rondo"" scales with your Erika’s Pokémon in play. Ascended Heroes (2026).",https://product-images.tcgplayer.com/fit-in/437x437/675818.jpg,TCGPlayer (pricing),https://www.tcgplayer.com/search/pokemon/product?q=Erika's%20Victreebel%20Ascended%20Heroes,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Erika's_Victreebel_(Ascended_Heroes_6),TRUE,
asc-6-reve,Erika's Victreebel,Ascended Heroes,006/217,Reverse Holo (Energy Symbol),Rare,2026,Pokémon,EN,"Attack ""Flower Garden Rondo"" scales with your Erika’s Pokémon in play. Ascended Heroes (2026).",https://product-images.tcgplayer.com/fit-in/437x437/675818.jpg,TCGPlayer (pricing),https://www.tcgplayer.com/search/pokemon/product?q=Erika's%20Victreebel%20Ascended%20Heroes,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Erika's_Victreebel_(Ascended_Heroes_6),FALSE,
asc-6-revp,Erika's Victreebel,Ascended Heroes,006/217,Reverse Holo (Poké Ball),Rare,2026,Pokémon,EN,"Attack ""Flower Garden Rondo"" scales with your Erika’s Pokémon in play. Ascended Heroes (2026).",https://product-images.tcgplayer.com/fit-in/437x437/675818.jpg,TCGPlayer (pricing),https://www.tcgplayer.com/search/pokemon/product?q=Erika's%20Victreebel%20Ascended%20Heroes,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Erika's_Victreebel_(Ascended_Heroes_6),FALSE,
asc-7-norm,Erika's Tangela,Ascended Heroes,007/217,Normal,Common,2026,Pokémon,EN,Also given as the cosmos-holo promo in the Ascended Heroes Collection (Erika) box and 2-pack blister.,https://product-images.tcgplayer.com/fit-in/437x437/675819.jpg,TCGPlayer (pricing),https://www.tcgplayer.com/search/pokemon/product?q=Erika's%20Tangela%20Ascended%20Heroes,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Erika's_Tangela_(Ascended_Heroes_7),TRUE,
asc-7-reve,Erika's Tangela,Ascended Heroes,007/217,Reverse Holo (Energy Symbol),Common,2026,Pokémon,EN,Also given as the cosmos-holo promo in the Ascended Heroes Collection (Erika) box and 2-pack blister.,https://product-images.tcgplayer.com/fit-in/437x437/675819.jpg,TCGPlayer (pricing),https://www.tcgplayer.com/search/pokemon/product?q=Erika's%20Tangela%20Ascended%20Heroes,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Erika's_Tangela_(Ascended_Heroes_7),FALSE,
asc-7-revp,Erika's Tangela,Ascended Heroes,007/217,Reverse Holo (Poké Ball),Common,2026,Pokémon,EN,Also given as the cosmos-holo promo in the Ascended Heroes Collection (Erika) box and 2-pack blister.,https://product-images.tcgplayer.com/fit-in/437x437/675819.jpg,TCGPlayer (pricing),https://www.tcgplayer.com/search/pokemon/product?q=Erika's%20Tangela%20Ascended%20Heroes,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Erika's_Tangela_(Ascended_Heroes_7),FALSE,
asc-7-cosmos,Erika's Tangela,Ascended Heroes,007/217,Cosmos Holo Promo,Common,2026,Pokémon,EN,Also given as the cosmos-holo promo in the Ascended Heroes Collection (Erika) box and 2-pack blister.,https://product-images.tcgplayer.com/fit-in/437x437/679253.jpg,TCGPlayer (pricing),https://www.tcgplayer.com/search/pokemon/product?q=Erika's%20Tangela%20Ascended%20Heroes,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Erika's_Tangela_(Ascended_Heroes_7),TRUE,
asc-218,Erika's Tangela (Illustration Rare),Ascended Heroes,218/217,,Illustration Rare,2026,Pokémon,EN,Full-art Illustration Rare of Erika’s Tangela — the secret-rare chase version.,https://product-images.tcgplayer.com/fit-in/437x437/676030.jpg,TCGPlayer (pricing),https://www.tcgplayer.com/product/676030,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Erika's_Tangela_(Ascended_Heroes_7),TRUE,676030
gym1-111-1st,Good Manners,Gym Heroes,111/132,1st Edition,Uncommon,2000,Trainer,EN,"Trainer card from Erika's Tamamushi (Celadon) City Gym theme, released in Japan in the Tamamushi City Gym Theme Deck alongside her other Gym Heroes trainer cards.",https://images.pokemontcg.io/gym1/111_hires.png,TCGPlayer (pricing),https://www.tcgplayer.com/product/85839,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Good_Manners_(Gym_Heroes_111),FALSE,85839
gym1-111-unl,Good Manners,Gym Heroes,111/132,Unlimited,Uncommon,2000,Trainer,EN,"Trainer card from Erika's Tamamushi (Celadon) City Gym theme, released in Japan in the Tamamushi City Gym Theme Deck alongside her other Gym Heroes trainer cards.",https://images.pokemontcg.io/gym1/111_hires.png,TCGPlayer (pricing),https://www.tcgplayer.com/product/85839,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Good_Manners_(Gym_Heroes_111),FALSE,85839
gym1-99-1st,Charity,Gym Heroes,99/132,1st Edition,Rare,2000,Trainer,EN,"Trainer card from Erika's Tamamushi (Celadon) City Gym theme, released in Japan in the Tamamushi City Gym Theme Deck alongside her other Gym Heroes trainer cards.",https://images.pokemontcg.io/gym1/99_hires.png,TCGPlayer (pricing),https://www.tcgplayer.com/product/84182,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Charity_(Gym_Heroes_99),FALSE,84182
gym1-99-unl,Charity,Gym Heroes,99/132,Unlimited,Rare,2000,Trainer,EN,"Trainer card from Erika's Tamamushi (Celadon) City Gym theme, released in Japan in the Tamamushi City Gym Theme Deck alongside her other Gym Heroes trainer cards.",https://images.pokemontcg.io/gym1/99_hires.png,TCGPlayer (pricing),https://www.tcgplayer.com/product/84182,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Charity_(Gym_Heroes_99),FALSE,84182
xyp-206,Gym Badge (Erika),XY Promos,206/211,,Promo,2016,Trainer,EN,"The Rainbow Badge Erika awards at Celadon City Gym. Distributed to finishers at the 20th anniversary battle festas, Oct–Nov 2016.",https://product-images.tcgplayer.com/fit-in/437x437/127144.jpg,TCGPlayer (pricing),https://www.tcgplayer.com/product/127144,Bulbapedia,https://bulbapedia.bulbagarden.net/wiki/Erika,FALSE,127144
promo-corocoro-dratini,Erika's Dratini (Glossy CoroCoro Promo),Japanese Promos,147,,Promo (Glossy),1998,Pokémon,JP,"Mail-in prize from the December 1998 Bessatsu CoroCoro Comic Special (2,000 winners). Distinct from the regular Erika's Dratini in Gym Heroes.",https://product-images.tcgplayer.com/fit-in/437x437/617224.jpg,TCGPlayer (pricing),https://www.tcgplayer.com/product/617224,Bulbapedia (Erika in the TCG),https://bulbapedia.bulbagarden.net/wiki/Erika_(TCG),FALSE,617224
